T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene5734	NA	NA	NA	2.0972786077814	NA	-2.98872855252934	-2.70559855213011	NA	NA	NA	3.05866047936491	2.96363602319998	2.77553047896568	2.68050602280076	NA
gene5738	NA	NA	NA	NA	NA	NA	NA	-2.17761676968301	NA	NA	-3.13831240858118	-2.08443694186775	-2.03527302232128	NA	NA
gene5743	NA	NA	NA	-3.65905882107488	-2.23051153700906	NA	-3.10283276768248	-5.79669653038877	-4.36814924632294	NA	-4.73860270315089	-3.31005541908507	-2.69386376270628	NA	NA
gene5751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.00069564450599	NA	-2.03414788428873	NA	NA
gene5774	NA	NA	NA	NA	NA	3.37805778391304	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5776	NA	NA	NA	NA	NA	NA	NA	2.68313320820505	NA	NA	NA	NA	2.20531827912432	NA	NA
gene5780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07347373130918	NA	3.51793781802564	NA	NA
gene5782	NA	NA	NA	2.90124538974889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5834	NA	NA	NA	2.18865878564326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5838	-3.40895486248196	NA	-4.13176371887107	-3.91017711997191	-4.22161563148824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5861	NA	NA	NA	-2.70595621126929	NA	NA	NA	-2.88045467009341	NA	NA	-3.51781069202915	-2.38018994930563	-2.72082491245776	NA	NA
gene5900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26994206238251	NA	NA	NA	NA
gene5910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.81290618715375	NA	NA	NA	NA
gene5924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.89244119984226	NA	NA	NA	NA
gene5925	-1.59403970992305	NA	NA	-1.49824597063025	-1.48963701635811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene593	NA	NA	NA	NA	2.10249679823461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5951	NA	NA	NA	NA	NA	NA	NA	-2.75598627648493	NA	NA	NA	NA	NA	NA	NA
gene5972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.01001417122592	NA	NA	NA	NA
gene5976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.92979476216887	NA	NA	NA	NA
gene6028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09084933354698	NA	NA
gene6060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36966055746805	1.2867166098466	NA	NA	NA
gene6114	NA	NA	NA	NA	NA	NA	-3.6460745322196	NA	NA	NA	NA	NA	NA	NA	NA
gene6127	8.73247119680578	NA	NA	5.00339070028618	4.4205117193461	-8.12887485934612	-8.08084458865461	NA	NA	NA	4.39979436282651	3.81691538188643	4.351764092135	3.76888511119492	NA
gene6140	NA	NA	NA	-2.15563094863346	NA	NA	NA	-2.53468189103935	NA	NA	-2.71075249608647	NA	-2.63258729456082	NA	NA
gene6147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.89943757816401	NA	NA	NA	NA
gene615	NA	NA	NA	2.87824842674778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6153	NA	NA	NA	NA	NA	5.86196409031629	NA	NA	NA	NA	-4.63892879317057	NA	NA	NA	NA
gene6160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.18948496104018	NA	NA	NA	NA
gene629	NA	NA	NA	NA	NA	-7.34087164911768	-7.427778672926	NA	NA	NA	NA	NA	NA	NA	NA
gene630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.42336835811462	NA	NA	NA	NA
gene6305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.56477626625082	NA	NA	NA	NA
gene6310	NA	NA	NA	NA	NA	4.62211989771016	NA	NA	NA	NA	-4.45636448895814	NA	NA	NA	NA
gene6320	NA	NA	NA	NA	NA	-7.07128936031051	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene645	-1.91645291201787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6455	NA	NA	NA	-2.77442615840238	NA	NA	NA	NA	NA	NA	-3.57957000847053	NA	-3.93853049229828	NA	NA
gene6463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.84907597866565	NA	NA	NA	NA
gene6464	NA	NA	NA	NA	NA	NA	NA	-1.75331390381435	NA	NA	-1.62020733180065	NA	-1.89369610244141	NA	NA
gene6491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66818722951904	NA	NA	NA	NA
gene6496	NA	NA	NA	5.6471750960739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05889866485579	NA	NA	NA
gene6563	NA	NA	NA	-3.01114917626523	-2.86358213163932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.25661725239587	NA	NA	NA	NA
gene6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.28525562219374	NA	NA	NA	NA
gene6615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.84956040181068	NA	-3.43417863969015	NA	NA
gene6627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.08907575741786	NA	NA
gene6687	NA	NA	NA	NA	NA	NA	NA	3.60502634017318	NA	NA	NA	NA	NA	NA	NA
gene6706	NA	NA	NA	-3.05536481548325	-2.30812752222722	NA	NA	-3.01038732422872	NA	NA	-3.14966552993363	-2.4024282366776	NA	NA	NA
gene6722	NA	NA	NA	-2.05840352768943	NA	NA	NA	-2.8189015029549	NA	NA	-2.44606740777049	NA	NA	NA	NA
gene679	NA	NA	2.6064122475974	1.91996313258417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.51528052684033	NA	NA	NA	NA
gene6837	NA	NA	-2.47554606419713	-2.0385499094155	-2.18405261746702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6838	NA	NA	NA	-1.62195643777911	-1.8969621591837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6840	NA	NA	NA	5.85693248391089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6862	NA	NA	NA	5.60652617106918	NA	NA	NA	NA	NA	NA	NA	NA	6.23095636802468	NA	NA
gene6881	-3.12672584974106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6888	NA	NA	-1.96996692472673	NA	-1.82241141605367	NA	NA	NA	NA	NA	NA	NA	1.80179352698155	NA	NA
gene6903	NA	NA	NA	NA	2.23484190908666	-4.10723437121238	-3.11920344737342	NA	NA	NA	2.24760346784832	NA	NA	NA	NA
gene6917	NA	6.1769430098426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.69004824905265	NA	NA	NA	NA
gene6935	NA	NA	NA	-1.88960338043319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.06372203888403	NA	NA	NA
gene6967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.73682074679774	NA	NA	NA	NA
gene6968	NA	NA	NA	NA	NA	NA	NA	2.42871078695227	NA	NA	NA	NA	NA	NA	NA
gene6997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.19383163893909	NA	NA	NA	NA
gene7010	NA	NA	NA	-5.90786201948554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47559275274055	NA	NA	NA
gene7123	NA	3.38309632550092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.43819031429608	-1.99098900125386	-2.29091316564377	NA	NA
gene7140	NA	NA	NA	3.45370513025111	NA	NA	NA	NA	NA	NA	3.18611747158252	NA	NA	NA	NA
gene7145	NA	NA	NA	-3.11790751712588	-2.04398202552205	NA	NA	-3.13547065482225	NA	NA	-3.33010423265416	-2.25617874105033	-2.19852010016132	NA	NA
gene715	NA	NA	NA	-2.08457257860935	NA	NA	NA	NA	NA	NA	-2.16830206236719	NA	-2.80547786713781	NA	NA
gene7186	NA	NA	NA	-2.81701150146808	NA	NA	NA	NA	NA	NA	-3.07920417983053	NA	-2.00849609506499	NA	NA
gene72	NA	NA	NA	3.85292657893164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7214	NA	NA	NA	NA	NA	-5.63898416673788	NA	NA	NA	NA	3.93370479351451	NA	NA	NA	NA
gene7267	NA	NA	NA	3.28675178646849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7268	NA	3.87014461407906	3.7863232565018	2.68824876142553	2.27141286749463	3.34495528359268	3.26113392601542	NA	NA	NA	NA	NA	NA	NA	NA
gene7276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.57383801602858	NA	NA	NA	NA
gene7278	NA	NA	NA	3.68564936281593	NA	NA	NA	NA	NA	NA	3.88484474392405	NA	NA	NA	NA
gene7289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6877074969676	NA	NA	NA	NA
gene7310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.56966404429202	NA	NA	NA	NA
gene7317	NA	NA	NA	3.31857335324891	4.84263296735416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7364	NA	NA	NA	-4.56684288619913	-3.4588132949282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.15084312060628	NA	-2.94714867199605	NA	NA
gene7372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.67864839623276	NA	NA
gene740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.00263808985546	2.4701359086137	NA
gene7412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.83854388542554	NA	NA
gene7434	NA	NA	NA	2.7621224330635	3.53298211607076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7463	NA	NA	NA	1.02348927508123	NA	NA	-1.36523836446459	NA	NA	NA	1.17370147517057	NA	1.3949102402511	NA	NA
gene7464	NA	NA	NA	-1.82155594888522	NA	NA	NA	-2.0622013788038	NA	NA	NA	NA	NA	NA	NA
gene7470	NA	NA	NA	-2.49231213069947	NA	NA	NA	-2.29612345745896	NA	NA	-2.64046934696012	NA	-3.55476108116119	NA	NA
gene7489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.08209340211115	-2.19341428414092	NA
gene7526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.49186283173986	NA	5.16582214811663	NA	NA
gene753	NA	NA	NA	NA	NA	NA	NA	-1.5494519217642	NA	NA	-1.4394053758123	NA	NA	NA	NA
gene7555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.15489941425429	NA	NA
gene7557	NA	NA	NA	NA	NA	NA	5.08792216498597	NA	NA	NA	NA	NA	-4.69536263898022	NA	NA
gene7564	NA	NA	NA	2.8443768122107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.74045054216238	NA	-1.4923642713519	NA	NA
gene7619	NA	NA	NA	-3.76785940322567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89381527829901	NA	NA
gene7648	NA	NA	NA	-3.36919750379807	NA	NA	NA	-5.14572875448415	NA	NA	-3.66853499400735	NA	-4.13268666732357	NA	NA
gene7651	NA	NA	NA	NA	NA	NA	NA	3.75726627671566	NA	NA	NA	NA	NA	NA	NA
gene7656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.41442370487955	-1.87445559402925	NA	NA	NA
gene7681	NA	NA	NA	-2.78832974050382	NA	NA	NA	-2.61076866331118	NA	NA	-3.22410328196016	NA	-3.30136942003509	NA	NA
gene7690	-1.44678162517974	-1.82551166299701	-1.85026402713211	-1.83058578438318	-2.01998391743065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7691	NA	NA	NA	NA	-1.4693005125723	NA	NA	NA	NA	NA	NA	-1.16952449745149	NA	NA	NA
gene7692	NA	NA	NA	4.13940430592665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7720	3.34294217943171	NA	NA	2.05308206468009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7808	2.05416746694451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene781	NA	4.02170381446339	NA	3.45911540425027	NA	3.81222708764129	NA	3.24963867742818	NA	NA	NA	NA	2.54150361689227	NA	NA
gene782	NA	NA	NA	2.61930261740929	2.669728564386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7897	NA	NA	NA	NA	-3.43434095233979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene7941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.56591600427036	NA	NA	NA	NA
gene7956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.31611337846664	NA	NA
gene80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.10909054346487	NA	NA	NA	NA
gene8004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.86574827689611	-1.40032591100086	NA	NA	NA
gene8023	NA	NA	NA	3.03225177261771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8072	NA	NA	NA	3.47828010038665	NA	NA	NA	NA	NA	NA	3.04745329991609	NA	NA	NA	NA
gene8074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.32319413828855	NA	NA
gene8095	NA	NA	NA	NA	NA	NA	-3.48581911553701	NA	NA	NA	NA	NA	NA	NA	NA
gene810	2.2945152356652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene813	NA	NA	NA	NA	NA	NA	-4.68158173387905	NA	NA	NA	NA	NA	NA	NA	NA
gene8131	NA	NA	-6.07191722252956	-5.58816554007326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8132	NA	NA	NA	NA	NA	NA	3.78446292443003	NA	NA	NA	NA	NA	NA	NA	NA
gene8247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.47049592395148	NA	NA	NA	NA
gene8254	2.14052587583107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83563319040646	NA	NA	NA	NA
gene8298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79668461018094	-1.72031485853863	NA	NA	NA
gene8301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.77463203528909	NA	4.2338284463218	NA	NA
gene8308	NA	NA	NA	-3.42423901514125	NA	NA	NA	-3.32297685993221	NA	NA	-3.70205496792348	-2.00656607033704	-4.35970958629832	-2.66422068871189	NA
gene8349	NA	NA	NA	NA	NA	NA	NA	-2.46977376860001	NA	NA	-3.84914775503265	-2.21184463644554	-3.36803661750226	NA	NA
gene8384	NA	NA	NA	-3.12633087561397	NA	NA	NA	-2.80825798172841	NA	NA	-3.9780509062093	-2.66101417585318	-5.12031329917542	-3.8032765688193	NA
gene8394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.02631389194896	NA	NA	NA
gene8395	NA	NA	NA	NA	NA	2.02147230498183	NA	NA	NA	NA	-1.50517628167056	-2.17672024234003	NA	NA	NA
gene8417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.824602653383663	-0.844425954216742	NA	NA	NA
gene8425	NA	NA	NA	NA	NA	NA	NA	-2.22078978289339	NA	NA	-1.89195329663821	NA	NA	NA	NA
gene8428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.47058235307613	NA	NA	NA	NA
gene8432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68624382446751	NA	NA	NA	NA
gene8437	NA	NA	NA	NA	3.15992769423066	NA	NA	NA	NA	NA	NA	2.17597601084638	NA	2.77499755206776	NA
gene8442	-1.95575720714259	NA	NA	NA	NA	2.95862492242534	2.61422396980211	NA	NA	NA	-1.87716318719954	-1.59800287751356	NA	NA	NA
gene8443	NA	NA	NA	NA	-2.03125972388814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8446	NA	NA	NA	NA	NA	NA	-3.47450662338073	NA	NA	NA	NA	NA	NA	NA	NA
gene8457	NA	NA	NA	5.3790650424686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8471	NA	NA	-7.11772940839801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25611854773809	NA	-2.57107340671205	NA	NA
gene8506	3.10945182037703	NA	NA	2.18624093061504	NA	-3.70169106045504	-3.74679918800985	NA	NA	NA	2.77848017069305	NA	2.82358829824786	NA	NA
gene854	NA	NA	NA	-2.72166224293148	NA	NA	NA	NA	NA	NA	-2.43429372161952	NA	NA	NA	NA
gene8547	NA	NA	NA	NA	NA	NA	NA	-2.16938845629009	NA	NA	-1.9544280052609	NA	NA	NA	NA
gene8592	NA	NA	NA	NA	NA	-8.09236842052831	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene860	NA	NA	NA	NA	2.1263299236253	NA	NA	NA	NA	NA	NA	NA	1.78582526840475	2.19528827479887	NA
gene8627	NA	NA	NA	-2.68379288376608	-2.62976637092952	NA	NA	-1.8058104606422	-1.75178394780564	NA	-1.61877314881771	-1.56474663598115	-1.83753064344446	-1.7835041306079	NA
gene8669	NA	NA	NA	-2.83762385049403	NA	NA	NA	-2.74488609194635	NA	NA	-3.06427767706551	NA	-2.81529316297257	NA	NA
gene8680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43734976426934	NA	NA
gene8695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39538738396142	NA	NA	NA
gene8705	NA	NA	NA	NA	-1.41255362744315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8814	NA	NA	NA	-2.40449505616268	NA	NA	NA	-1.91314504200348	NA	NA	-2.40280777717261	-1.34654468297677	-2.35193862919624	NA	NA
gene8856	NA	NA	NA	NA	NA	-3.475937690897	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene891	NA	NA	NA	NA	NA	NA	NA	-3.91854851802635	NA	NA	NA	NA	NA	NA	NA
gene8971	NA	NA	NA	NA	NA	NA	-8.61002868056549	-7.0510856870538	NA	NA	NA	NA	NA	NA	NA
gene898	-1.90242635165251	NA	NA	NA	NA	2.25731963149223	2.15210255485512	NA	NA	NA	NA	NA	NA	NA	NA
gene8987	NA	NA	NA	NA	NA	-7.1331746057385	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene899	NA	5.28061494359487	NA	NA	NA	6.49096091152018	NA	NA	NA	NA	-4.29543601653343	NA	NA	NA	NA
gene903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92197780605378	NA	NA
gene9068	NA	NA	NA	NA	NA	2.5661660918413	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.04207715356788	NA	NA	NA	NA
gene9096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.02429773798188	NA	NA
gene910	NA	NA	NA	NA	NA	NA	NA	-3.06460757406958	NA	NA	NA	NA	-2.57877831711474	NA	NA
gene9127	-2.03143418791177	NA	NA	NA	NA	2.58181770248571	1.98085435153986	NA	NA	NA	NA	NA	NA	NA	NA
gene913	NA	NA	NA	-2.90556984596155	NA	NA	NA	-2.97239269767526	NA	NA	-3.21796507524197	-1.93494166045407	-2.50157028430199	NA	NA
gene9130	-2.485837245982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.51706101375404	NA	NA	NA	NA
gene9177	NA	NA	NA	NA	0.855805135946909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9228	NA	NA	NA	NA	NA	-3.97768263781151	NA	NA	NA	NA	2.83274366441586	NA	NA	NA	NA
gene9263	NA	NA	5.92335821442305	9.35261651866859	4.08973980499851	NA	NA	NA	NA	NA	5.83794160057373	NA	NA	NA	NA
gene9330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.61206460170678	NA	NA
gene9333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.64007305485796	4.36541842076441	NA
gene9347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.54000772162917	NA	NA	NA	NA
gene9433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1390534003686	-0.894046702861505	-1.28621885529779	NA	NA
gene9436	1.99343191294142	NA	NA	NA	3.14340362947719	NA	NA	NA	NA	NA	NA	2.678741573808	NA	NA	NA
gene944	NA	NA	NA	-1.91932232407994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9440	NA	NA	NA	3.21636562826471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9468	NA	NA	NA	-3.15834329391206	NA	NA	NA	-3.23376712371812	NA	NA	-3.53531111343186	-2.13826064491752	NA	NA	NA
gene9480	NA	NA	NA	NA	NA	NA	NA	-4.24626698699545	NA	NA	-3.05182353395305	NA	-2.89389216715939	NA	NA
gene9487	NA	NA	-5.70121493467446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9497	NA	NA	NA	-3.28370400897376	NA	NA	NA	-4.75766620352775	NA	NA	-2.75412160839614	NA	-3.4606816802592	NA	NA
gene95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46515932703831	1.11513185182395	1.53797461886047	NA	NA
gene951	NA	NA	NA	-2.51157139618201	NA	NA	NA	-1.88804603169936	NA	NA	-2.45906508636608	NA	-3.18172101017434	NA	NA
gene9592	NA	NA	NA	NA	NA	NA	NA	1.16029666995219	NA	NA	NA	NA	NA	NA	NA
gene960	NA	NA	NA	3.41516346438159	NA	NA	NA	NA	NA	NA	5.08997299452919	NA	3.69904088944311	NA	NA
gene9641	NA	NA	NA	NA	NA	NA	NA	-2.05881621772261	NA	NA	NA	NA	-1.90869683824898	NA	NA
gene969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70319053637133	NA	NA	NA	NA
gene9691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59292242608675	NA	NA
gene9713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79082455117691	NA	NA	NA	NA
gene9732	NA	NA	NA	NA	NA	4.03705594165854	3.97202633340192	2.53698433257112	NA	NA	NA	NA	NA	NA	NA
gene975	NA	NA	NA	5.33545646316702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9751	NA	NA	NA	-4.82545182923839	-3.32442966259485	NA	NA	-4.82856984133122	NA	NA	-4.21313912607296	NA	-5.2983444826168	NA	NA
gene976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59514017973773	NA	NA	NA	NA
gene9767	NA	NA	NA	NA	-3.45307990086106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9775	NA	NA	NA	-2.37643448858317	NA	NA	NA	NA	NA	NA	NA	NA	-3.32271985171608	NA	NA
gene9818	1.29953603710525	NA	NA	1.05986692803637	NA	-1.26605854451738	-1.2712815745631	NA	NA	NA	1.0263894354485	NA	1.03161246549422	NA	NA
gene9819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68523885193806	NA	NA
gene9827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.95333055361741	NA	NA	NA	NA
gene9855	NA	NA	NA	NA	NA	-6.28967042692397	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene9881	NA	NA	NA	NA	NA	-4.68030471591893	NA	NA	NA	NA	3.43039194909842	NA	NA	NA	NA
gene9932	1.68930871010229	NA	NA	1.79720724640477	1.72123740715657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
